Rxn name,Rxn description,Formula,Gene-reaction association,Genes,Subsystem,Reversible,LB,UB,Objective
PROTRS,Prolyl tRNA synthetase,atp[c] + pro_L[c] + trnapro[c]  -> amp[c] + ppi[c] + protrna[c] ,PP_1205,PP_1205,tRNA Charging,0,0,1000,0
PROabcpp,L proline transport via ABC system periplasm ,atp[c] + h2o[c] + pro_L[p]  -> adp[c] + h[c] + pi[c] + pro_L[c] ,( ( PP_1297  and  PP_1299  and  PP_1300  and  PP_1298 )  or  ( PP_2774  and  PP_2775 )  or  ( PP_0868  and  ( PP_0869  or  PP_0871 )  and  PP_0870 ) ),PP_0868 PP_0869 PP_0870 PP_0871 PP_1297 PP_1298 PP_1299 PP_1300 PP_2774 PP_2775,Transport ABC system,0,0,1000,0
PROt2pp,L proline transport in via proton symport periplam ,h[p] + pro_L[p]  -> h[c] + pro_L[c] ,( PP_2914  or  PP_5031  or  PP_1059 ),PP_1059 PP_2914 PP_5031,Transport Inner Membrane,0,0,1000,0
PROt4pp,NaProline L symporter periplasm ,na1[p] + pro_L[p]  -> na1[c] + pro_L[c] ,PP_4946,PP_4946,Transport Inner Membrane,0,0,1000,0
PROtex,L proline transport via diffusion extracellular to periplasm ,pro_L[e]  <=> pro_L[p] ,PP_5250,PP_5250,Transport Outer Membrane,1,-1000,1000,0
PRPPS,phosphoribosylpyrophosphate synthetase,atp[c] + r5p[c]  <=> amp[c] + h[c] + prpp[c] ,PP_0722,PP_0722,Alternate Carbon Ribose Metabolism,1,-1000,1000,0
PSCVT,3 phosphoshikimate 1 carboxyvinyltransferase,pep[c] + skm5p[c]  <=> 3psme[c] + pi[c] ,PP_1770,PP_1770,Phenylalanine Tyrosine Tryptophan Biosynthesis,1,-1000,1000,0
PSD120,Phosphatidylserine decarboxylase n C120 ,h[c] + ps120[c]  -> co2[c] + pe120[c] ,PP_4908,PP_4908,Glycerophospholipid Metabolism,0,0,1000,0
PSD140,Phosphatidylserine decarboxylase n C140 ,h[c] + ps140[c]  -> co2[c] + pe140[c] ,PP_4908,PP_4908,Glycerophospholipid Metabolism,0,0,1000,0
PSD141,Phosphatidylserine decarboxylase n C141 ,h[c] + ps141[c]  -> co2[c] + pe141[c] ,PP_4908,PP_4908,Glycerophospholipid Metabolism,0,0,1000,0
PSD160,Phosphatidylserine decarboxylase n C160 ,h[c] + ps160[c]  -> co2[c] + pe160[c] ,PP_4908,PP_4908,Glycerophospholipid Metabolism,0,0,1000,0
PSD161,Phosphatidylserine decarboxylase n C161 ,h[c] + ps161[c]  -> co2[c] + pe161[c] ,PP_4908,PP_4908,Glycerophospholipid Metabolism,0,0,1000,0
PSD180,Phosphatidylserine decarboxylase n C180 ,h[c] + ps180[c]  -> co2[c] + pe180[c] ,PP_4908,PP_4908,Glycerophospholipid Metabolism,0,0,1000,0
PSD181,Phosphatidylserine decarboxylase n C181 ,h[c] + ps181[c]  -> co2[c] + pe181[c] ,PP_4908,PP_4908,Glycerophospholipid Metabolism,0,0,1000,0
PSERT,phosphoserine transaminase,3php[c] + glu_L[c]  -> akg[c] + pser_L[c] ,PP_1768,PP_1768,Glycine Serine and threonine metabolism,0,0,1000,0
PSP_L,phosphoserine phosphatase L serine ,h2o[c] + pser_L[c]  -> pi[c] + ser_L[c] ,PP_4909,PP_4909,Glycine Serine and threonine metabolism,0,0,1000,0
PSSA120,Phosphatidylserine syntase n C120 ,cdpdddecg[c] + ser_L[c]  -> cmp[c] + h[c] + ps120[c] ,( PP_4677  or  PP_3664 ),PP_3664 PP_4677,Glycerophospholipid Metabolism,0,0,1000,0
PSSA140,Phosphatidylserine syntase n C140 ,cdpdtdecg[c] + ser_L[c]  -> cmp[c] + h[c] + ps140[c] ,( PP_3664  or  PP_4677 ),PP_3664 PP_4677,Glycerophospholipid Metabolism,0,0,1000,0
PSSA141,Phosphatidylserine syntase n C141 ,cdpdtdec7eg[c] + ser_L[c]  -> cmp[c] + h[c] + ps141[c] ,( PP_3664  or  PP_4677 ),PP_3664 PP_4677,Glycerophospholipid Metabolism,0,0,1000,0
PSSA160,Phosphatidylserine syntase n C160 ,cdpdhdecg[c] + ser_L[c]  -> cmp[c] + h[c] + ps160[c] ,( PP_4677  or  PP_3664 ),PP_3664 PP_4677,Glycerophospholipid Metabolism,0,0,1000,0
PSSA161,Phosphatidylserine syntase n C161 ,cdpdhdec9eg[c] + ser_L[c]  -> cmp[c] + h[c] + ps161[c] ,( PP_4677  or  PP_3664 ),PP_3664 PP_4677,Glycerophospholipid Metabolism,0,0,1000,0
PSSA180,Phosphatidylserine syntase n C180 ,cdpdodecg[c] + ser_L[c]  -> cmp[c] + h[c] + ps180[c] ,( PP_3664  or  PP_4677 ),PP_3664 PP_4677,Glycerophospholipid Metabolism,0,0,1000,0
PSSA181,Phosphatidylserine syntase n C181 ,cdpdodec11eg[c] + ser_L[c]  -> cmp[c] + h[c] + ps181[c] ,( PP_4677  or  PP_3664 ),PP_3664 PP_4677,Glycerophospholipid Metabolism,0,0,1000,0
PTA2,Phosphate acetyltransferase,pi[c] + ppcoa[c]  -> coa[c] + ppap[c] ,PP_0774,PP_0774,Alternate Carbon Propanoate Metabolism,0,0,1000,0
PTAr,phosphotransacetylase,accoa[c] + pi[c]  <=> actp[c] + coa[c] ,PP_0774,PP_0774,TCA Cycle,1,-1000,1000,0
PTAtex,pentanoate transport via diffusion extracellular to periplasm ,pta[e]  <=> pta[p] ,,,Transport Outer Membrane,1,-1000,1000,0
PTOLDOX,benzoate 1 2 dioxygenase,h[c] + nadh[c] + o2[c] + p_tol[c]  -> dh4mchc[c] + nad[c] ,( pWW0_102  and  pWW0_101  and  pWW0_100 ),pWW0_100 pWW0_101 pWW0_102,Aromatic Compounds Degradation Toluene Pathway,0,0,1000,0
PTPATi,pantetheine phosphate adenylyltransferase,atp[c] + h[c] + pan4p[c]  -> dpcoa[c] + ppi[c] ,PP_5123,PP_5123,Cofactor and Prosthetic Group Biosynthesis Pantothenate and CoA Biosynthesis,0,0,1000,0
PTRCTA,Putrescine Transaminase,akg[c] + ptrc[c]  -> 4abutn[c] + glu_L[c] ,( PP_5182  or  PP_2180 ),PP_2180 PP_5182,Alternate Carbon and Nitrogen source Amines and Polyamines Metabolism,0,0,1000,0
PTRCTA2,Putrescine Transaminase pyruvate ,ptrc[c] + pyr[c]  -> 4abutn[c] + ala_L[c] ,( PP_5182  or  PP_2180 ),PP_2180 PP_5182,Alternate Carbon and Nitrogen source Amines and Polyamines Metabolism,0,0,1000,0
PTRCabcpp,putrescine transport via ABC system periplasm ,atp[c] + h2o[c] + ptrc[p]  -> adp[c] + h[c] + pi[c] + ptrc[c] ,( ( PP_0411  and  PP_0413  and  PP_0414  and  PP_0412 )  or  ( PP_5180  and  PP_5179  and  PP_5178  and  PP_5177 )  or  ( PP_5181  and  PP_5179  and  PP_5178  and  PP_5177 )  or  ( PP_3147  and  PP_5179  and  PP_5178  and  PP_5177 )  or  ( PP_5341  and  PP_5179  and  PP_5178  and  PP_5177 )  or  ( PP_0873  and  PP_5179  and  PP_5178  and  PP_5177 ) ),PP_0411 PP_0412 PP_0413 PP_0414 PP_0873 PP_3147 PP_5177 PP_5178 PP_5179 PP_5180 PP_5181 PP_5341,Transport ABC system,0,0,1000,0
PTRCt2pp,putrescine transport in via proton symport,h[p] + ptrc[p]  -> h[c] + ptrc[c] ,( PP_1229  or  PP_2586  or  PP_2802 ),PP_1229 PP_2586 PP_2802,Transport Inner Membrane,0,0,1000,0
PTRCtex,putrescine transport via diffusion extracellular to periplasm ,ptrc[e]  <=> ptrc[p] ,,,Transport Outer Membrane,1,-1000,1000,0
PTSLAtexi, 6E Octadec 6 enoic acid transport via facilitated irreversible diffusion extracellular to periplasm ,ptsla[e]  -> ptsla[p] ,PP_1689,PP_1689,Transport Outer Membrane,0,0,1000,0
PUTA3,puta3,glu5sa[c] + h2o[c] + nad[c]  -> glu_L[c] + 2 h[c] + nadh[c] ,PP_4947,PP_4947,Glutamate Metabolism,0,0,1000,0
PXMO,toluene monooxygenase pWW0 ,h[c] + nadh[c] + o2[c] + p_xyl[c]  -> 4mbzalc[c] + h2o[c] + nad[c] ,( pWW0_129  and  pWW0_130 ),pWW0_129 pWW0_130,Aromatic Compounds Degradation Toluene Pathway,0,0,1000,0
PXYLt5,p xylene transport out via proton antiport cytosolexternal ,h[p] + p_xyl[c]  -> h[c] + p_xyl[e] ,( ( PP_1386  and  PP_1385  and  PP_1384 )  or  ( PP_0958  and  PP_0959  and  PP_0960 ) ),PP_0958 PP_0959 PP_0960 PP_1384 PP_1385 PP_1386,Transport solvent extrusion,0,0,1000,0
PXYLt6,p xylene transport out via proton antiport periplasmexternal ,h[p] + p_xyl[p]  -> h[c] + p_xyl[e] ,( ( PP_1386  and  PP_1385  and  PP_1384 )  or  ( PP_0958  and  PP_0959  and  PP_0960 ) ),PP_0958 PP_0959 PP_0960 PP_1384 PP_1385 PP_1386,Transport solvent extrusion,0,0,1000,0
PYAM5PO,pyridoxamine 5 phosphate oxidase,h2o[c] + o2[c] + pyam5p[c]  -> h2o2[c] + nh4[c] + pydx5p[c] ,PP_1129,PP_1129,Cofactor and Prosthetic Group Biosynthesis Vitamin B6 Metabolism,0,0,1000,0
PYDAMK,pyridoxamine kinase,atp[c] + pydam[c]  -> adp[c] + h[c] + pyam5p[c] ,PP_5357,PP_5357,Cofactor and Prosthetic Group Biosynthesis Vitamin B6 Metabolism,0,0,1000,0
PYDAMtex,pyridoxamine transport via diffusion extracellular ,pydam[e]  <=> pydam[p] ,,,Transport Outer Membrane,1,-1000,1000,0
PYDAMtpp,pyridoxamine import,pydam[p]  -> pydam[c] ,,,Transport Inner Membrane,0,0,1000,0
PYDXK,pyridoxal kinase,atp[c] + pydx[c]  -> adp[c] + h[c] + pydx5p[c] ,PP_5357,PP_5357,Cofactor and Prosthetic Group Biosynthesis Vitamin B6 Metabolism,0,0,1000,0
PYDXNK,pyridoxine kinase,atp[c] + pydxn[c]  -> adp[c] + h[c] + pdx5p[c] ,PP_5357,PP_5357,Cofactor and Prosthetic Group Biosynthesis Vitamin B6 Metabolism,0,0,1000,0
PYK,pyruvate kinase,adp[c] + h[c] + pep[c]  -> atp[c] + pyr[c] ,( PP_4301  or  PP_1362 ),PP_1362 PP_4301,Gluconeogenesis,0,0,1000,0
PYNP2r,pyrimidine nucleoside phosphorylase uracil ,pi[c] + uri[c]  <=> r1p[c] + ura[c] ,,,Pyrimidine Metabolism,1,-1000,1000,0
PYOVD2tex,Pyoverdine export system,atp[c] + h2o[c] + pyovd_kt[p]  -> adp[c] + h[c] + pi[c] + pyovd_kt[e] ,( PP_4211  and  PP_4209  and  PP_4210 ),PP_4209 PP_4210 PP_4211,Iron uptake and metabolism,0,0,1000,0
PYOVDM1,Pyoverdine maduration I,fbac_kt[p]  -> pvdiq[p] ,( PP_4214  and  PP_4215  and  PP_4212 ),PP_4212 PP_4214 PP_4215,Iron uptake and metabolism,0,0,1000,0
PYOVDM2,Pyoverdine maduration 2,pvdiq[p]  -> pyovd_kt[p] ,PP_4213,PP_4213,Iron uptake and metabolism,0,0,1000,0
PYOVDtex,Pyoverdine export system,atp[c] + h2o[c] + pyovd[p]  -> adp[c] + h[c] + pi[c] + pyovd[e] ,( PP_4211  and  PP_4209  and  PP_4210 ),PP_4209 PP_4210 PP_4211,Iron uptake and metabolism,0,0,1000,0
PYRDOX,2 5 dihydroxypyridine dioxygenase,dhpyr[c] + o2[c]  -> h[c] + nfmalm[c] ,PP_3945,PP_3945,Aromatic Compounds Degradation Nicotinic acid pathway,0,0,1000,0
PYRZAM,Pyrazinamidase,h2o[c] + malm[c]  -> male[c] + nh4[c] ,PP_3941,PP_3941,Aromatic Compounds Degradation Nicotinic acid pathway,0,0,1000,0
PYRt2rpp,pyruvate reversible transport via proton symport periplasm ,h[p] + pyr[p]  <=> h[c] + pyr[c] ,,,Transport Inner Membrane,1,-1000,1000,0
PYRtex,pyruvate transport via diffusion extracellular to periplasm ,pyr[e]  <=> pyr[p] ,,,Transport Outer Membrane,1,-1000,1000,0
P_XYLtppi,p methyltoluene passive diffusion,p_xyl[p]  -> p_xyl[c] ,,,Transport Inner Membrane,0,0,1000,0
P_Xylt1,p xylene outer membrane porin transport,p_xyl[e]  <=> p_xyl[p] ,,,Transport Outer Membrane,1,-1000,1000,0
QOR1,epoxyqueuosine reductase trnahis ,h[c] + nadh[c] + trnahisqo[c]  -> h2o[c] + nad[c] + trnahisq[c] ,PP_4900,PP_4900,Cofactor and Prosthetic Group Biosynthesis Queuosine biosynthesis,0,0,1000,0
QOR2,epoxyqueuosine reductase trnatyr ,h[c] + nadh[c] + trnatyrqo[c]  -> h2o[c] + nad[c] + trnatyrq[c] ,PP_4900,PP_4900,Cofactor and Prosthetic Group Biosynthesis Queuosine biosynthesis,0,0,1000,0
QOR3,epoxyqueuosine reductase trnaasp ,h[c] + nadh[c] + trnaaspqo[c]  -> h2o[c] + nad[c] + trnaaspq[c] ,PP_4900,PP_4900,Cofactor and Prosthetic Group Biosynthesis Queuosine biosynthesis,0,0,1000,0
QUEA1,S adenosylmethioninetRNA ribosyltransferase isomerase trnahis ,amet[c] + trnahis_preq34[c]  -> ade[c] + 2 h[c] + met_L[c] + trnahisqo[c] ,PP_0832,PP_0832,Cofactor and Prosthetic Group Biosynthesis Queuosine biosynthesis,0,0,1000,0
QUEA2,S adenosylmethioninetRNA ribosyltransferase isomerase trnatyr ,amet[c] + trnatyr_preq34[c]  -> ade[c] + 2 h[c] + met_L[c] + trnatyrqo[c] ,PP_0832,PP_0832,Cofactor and Prosthetic Group Biosynthesis Queuosine biosynthesis,0,0,1000,0
QUEA3,S adenosylmethioninetRNA ribosyltransferase isomerase trnaasp ,amet[c] + trnaasp_preq34[c]  -> ade[c] + 2 h[c] + met_L[c] + trnaaspqo[c] ,PP_0832,PP_0832,Cofactor and Prosthetic Group Biosynthesis Queuosine biosynthesis,0,0,1000,0
QUIDH,quinate dehydrogenase pyrroloquinoline quinone ,pqq[c] + quin_kt[c]  -> 3dhq[c] + pqqh2[c] ,PP_3569,PP_3569,Aromatic Compounds Degradation B Ketoadipate pathway,0,0,1000,0
QUIDHy,quinate dehydrogenase NADP ,nadp[c] + quin_kt[c]  <=> 3dhq[c] + h[c] + nadph[c] ,PP_2406,PP_2406,Phenylalanine Tyrosine Tryptophan Biosynthesis,1,-1000,1000,0
QUINtex,Quinate transport via diffusion extracellular to periplasm ,quin_kt[e]  <=> quin_kt[p] ,PP_3570,PP_3570,Transport Outer Membrane,1,-1000,1000,0
QUINtpp,Quinateproton symport transport,h[p] + quin_kt[p]  <=> h[c] + quin_kt[c] ,PP_2553,PP_2553,Transport Inner Membrane,1,-1000,1000,0
QULNS,quinolinate synthase,dhap[c] + iasp[c]  -> 2 h2o[c] + pi[c] + quln[c] ,PP_1231,PP_1231,Cofactor and Prosthetic Group Biosynthesis Nicotinamide Biosynthesis,0,0,1000,0
R05219,Precorrin 5 Precorrin 6X,amet[c] + h2o[c] + pre5[c]  -> ac[c] + ahcys[c] + h[c] + pre6a[c] ,PP_3763,PP_3763,Cofactor and Prosthetic Group Biosynthesis Porphyrin and Chlorophyll Metabolism,0,0,1000,0
R15BPK,ribose 1 5 bisphosphokinase,atp[c] + r15bp[c]  -> adp[c] + prpp[c] ,PP_4469,PP_4469,Alternate Carbon Ribose Metabolism,0,0,1000,0
R1PK,ribose 1 phosphokinase,atp[c] + r1p[c]  -> adp[c] + h[c] + r15bp[c] ,,,Alternate Carbon Ribose Metabolism,0,0,1000,0
RBFK,riboflavin kinase,atp[c] + ribflv[c]  -> adp[c] + fmn[c] + h[c] ,PP_0602,PP_0602,Cofactor and Prosthetic Group Biosynthesis Riboflavin Metabolism,0,0,1000,0
RBFSa,riboflavin synthase,4r5au[c] + db4p[c]  -> dmlz[c] + 2 h2o[c] + pi[c] ,( PP_0515  or  PP_2916 ),PP_0515 PP_2916,Cofactor and Prosthetic Group Biosynthesis Riboflavin Metabolism,0,0,1000,0
RBFSb,riboflavin synthase,2 dmlz[c]  -> 4r5au[c] + ribflv[c] ,PP_0517,PP_0517,Cofactor and Prosthetic Group Biosynthesis Riboflavin Metabolism,0,0,1000,0
RBK,ribokinase,atp[c] + rib_D[c]  -> adp[c] + h[c] + r5p[c] ,PP_2458,PP_2458,Alternate Carbon Ribose Metabolism,0,0,1000,0
RDXRr,Rubredoxin oxidoreductase reversible,nadh[c] + 2 rdxo[c]  <=> h[c] + nad[c] + 2 rdxr[c] ,( PP_5371  or  ( PP_5315  and  PP_5314 ) ),PP_5314 PP_5315 PP_5371,Unassigned,1,-1000,1000,0
RECOAH10,3 hydroxyacyl Coa dehydratase 3R 3 hydroxynonanoyl CoA ,R_3hnonacoa[c]  <=> h2o[c] + nona2coa[c] ,( PP_4817  or  PP_4552 ),PP_4552 PP_4817,PHAs Metabolism,1,-1000,1000,0
RECOAH11,3 hydroxyacyl Coa dehydratase 3R 3 hydroxyphenyldecanoyl CoA ,R_3hpdecacoa[c]  <=> h2o[c] + pdca2coa[c] ,PP_4817,PP_4817,PHAs Metabolism,1,-1000,1000,0
RECOAH12,3 hydroxyacyl Coa dehydratase 3R 3 hydroxyphenylnonanoyl CoA ,R_3hpnonacoa[c]  <=> h2o[c] + pnona2coa[c] ,( PP_4817  or  PP_4552 ),PP_4552 PP_4817,PHAs Metabolism,1,-1000,1000,0
RECOAH13,3 hydroxyacyl Coa dehydratase 3R 3 hydroxyphenyloctanoyl CoA ,R_3hpoctacoa[c]  <=> h2o[c] + pocta2coa[c] ,( PP_4817  or  PP_4552 ),PP_4552 PP_4817,PHAs Metabolism,1,-1000,1000,0
RECOAH14,3 hydroxyacyl Coa dehydratase 3R 3 hydroxyphenylheptanoyl CoA ,R_3hphpcoa[c]  <=> h2o[c] + php2coa[c] ,( PP_4817  or  PP_4552 ),PP_4552 PP_4817,PHAs Metabolism,1,-1000,1000,0
RECOAH15,3 hydroxyacyl Coa dehydratase 3R 3 hydroxyphenylhexanoyl CoA ,R_3hphxacoa[c]  <=> h2o[c] + phxa2coa[c] ,( PP_4817  or  PP_4552 ),PP_4552 PP_4817,PHAs Metabolism,1,-1000,1000,0
RECOAH16,3 hydroxyacyl Coa dehydratase 3R 3 hydroxyphenylpentanoyl CoA ,R_3hpptcoa[c]  <=> h2o[c] + ppt2coa[c] ,( PP_4817  or  PP_4552 ),PP_4552 PP_4817,PHAs Metabolism,1,-1000,1000,0
RECOAH17,3 hydroxyacyl Coa dehydratase 3R 3 hydroxyphenylbutanoyl CoA ,R_3hpbcoa[c]  <=> h2o[c] + pb2coa[c] ,PP_4817,PP_4817,PHAs Metabolism,1,-1000,1000,0
RECOAH19,3 hydroxyacyl Coa dehydratase 3R 3 hydroxy 6 acetylthiohexanoyl CoA,R_3h6athcoa[c]  <=> 6ath2coa[c] + h2o[c] ,( PP_4817  or  PP_4552 ),PP_4552 PP_4817,PHAs Metabolism,1,-1000,1000,0
RECOAH2,3 hydroxyacyl Coa dehydratase 3R 3 hydroxyhexanoyl CoA ,R_3hhcoa[c]  <=> h2o[c] + hx2coa[c] ,( PP_4552  or  PP_4817 ),PP_4552 PP_4817,PHAs Metabolism,1,-1000,1000,0
RECOAH20,3 hydroxyacyl Coa dehydratase 3R 3 hydroxy 4 acetylthiobutanoyl CoA,R_3h4atbcoa[c]  <=> 4atb2coa[c] + h2o[c] ,PP_4817,PP_4817,PHAs Metabolism,1,-1000,1000,0
RECOAH21,3 hydroxyacyl Coa dehydratase 3R 3 hydroxy 7Z tetradecenyl CoA ,R_3hcmrs7ecoa[c]  <=> h2o[c] + tde2coa[c] ,PP_4817,PP_4817,PHAs Metabolism,1,-1000,1000,0
RECOAH22,3 hydroxyacyl Coa dehydratase 3R 3 hydroxy 5Z dodedecenyl CoA ,R_3hcddec5ecoa[c]  <=> dde2coa[c] + h2o[c] ,PP_4817,PP_4817,PHAs Metabolism,1,-1000,1000,0
RECOAH23,3 hydroxyacyl Coa dehydratase 3R 3 hydroxy 5Z tetradecenyl CoA ,R_3htd5coa[c]  <=> h2o[c] + tded5_2_coa[c] ,PP_4817,PP_4817,PHAs Metabolism,1,-1000,1000,0
RECOAH24,3 hydroxyacyl Coa dehydratase 3R 3 hydroxy 5Z 8Z tetradecedienyl CoA ,R_3htd58coa[c]  <=> h2o[c] + td58_2_coa[c] ,PP_4817,PP_4817,PHAs Metabolism,1,-1000,1000,0
RECOAH25,3 hydroxyacyl Coa dehydratase R 3 hydroxy 6Z dodedecenyl CoA ,R_3hdd6coa[c]  <=> dd6_2_coa[c] + h2o[c] ,PP_4817,PP_4817,PHAs Metabolism,1,-1000,1000,0
RECOAH26,3 hydroxyacyl Coa dehydratase R 3 hydroxy 4Z decenyl CoA ,R3hdec4coa[c]  <=> dec4_2_coa[c] + h2o[c] ,PP_4817,PP_4817,PHAs Metabolism,1,-1000,1000,0
RECOAH3,3 hydroxyacyl Coa dehydratase 3R 3 hydroxyoctanoyl CoA ,R_3hocoa[c]  <=> h2o[c] + oc2coa[c] ,( PP_4552  or  PP_4817 ),PP_4552 PP_4817,PHAs Metabolism,1,-1000,1000,0
RECOAH4,3 hydroxyacyl Coa dehydratase 3R 3 hydroxydecanoyl CoA ,R_3hdcoa[c]  <=> dc2coa[c] + h2o[c] ,PP_4817,PP_4817,PHAs Metabolism,1,-1000,1000,0
RECOAH5,3 hydroxyacyl Coa dehydratase 3R 3 hydroxydodecanoyl CoA ,R_3hddcoa[c]  <=> dd2coa[c] + h2o[c] ,PP_4817,PP_4817,PHAs Metabolism,1,-1000,1000,0
RECOAH6,3 hydroxyacyl Coa dehydratase 3R 3 hydroxytetradecanoyl CoA ,R_3hmrscoa[c]  <=> h2o[c] + td2coa[c] ,PP_4817,PP_4817,PHAs Metabolism,1,-1000,1000,0
RECOAH7,3 hydroxyacyl Coa dehydratase 3R 3 hydroxyhexadecanoyl CoA ,R_3hhdcoa[c]  <=> h2o[c] + hdd2coa[c] ,PP_4817,PP_4817,PHAs Metabolism,1,-1000,1000,0
RECOAH8,3 hydroxyacyl Coa dehydratase 3R 3 hydroxypentanoyl CoA ,R_3hptcoa[c]  <=> h2o[c] + pt2coa[c] ,( PP_4817  or  PP_4552 ),PP_4552 PP_4817,PHAs Metabolism,1,-1000,1000,0
RECOAH9,3 hydroxyacyl Coa dehydratase 3R 3 hydroxyheptanoyl CoA ,R_3hhpcoa[c]  <=> h2o[c] + hp2coa[c] ,( PP_4817  or  PP_4552 ),PP_4552 PP_4817,PHAs Metabolism,1,-1000,1000,0
REPHACCOAI,ring 1 2 epoxyphenylacetyl CoA isomerase oxepin CoA forming ,rephaccoa[c]  <=> 2oxpaccoa[c] ,PP_3283,PP_3283,Aromatic Compounds Degradation Phenylacetyl CoA Catabolom,1,-1000,1000,0
RHA100tex,R 3 Hydroxy acid transport diffusion C100 extracellular to periplasm ,R_3hdcaa[p]  <=> R_3hdcaa[e] ,,,Transport Outer Membrane,1,-1000,1000,0
RHA100tpp,R 3 Hydroxy acid transport diffusion C100 periplasm ,R_3hdcaa[p]  <=> R_3hdcaa[c] ,,,Transport Inner Membrane,1,-1000,1000,0
RHA101tex,R 3 Hydroxy acid transport diffusion C101 extracellular to periplasm ,R3hdec4e[p]  <=> R3hdec4e[e] ,,,Transport Outer Membrane,1,-1000,1000,0
RHA101tpp,R 3 Hydroxy acid transport diffusion C101 periplasm ,R3hdec4e[p]  <=> R3hdec4e[c] ,,,Transport Inner Membrane,1,-1000,1000,0
RHA120tex,R 3 Hydroxy acid transport diffusion C120 extracellular to periplasm ,R_3hdda[p]  <=> R_3hdda[e] ,,,Transport Outer Membrane,1,-1000,1000,0
RHA120tpp,R 3 Hydroxy acid transport diffusion C120 periplasm ,R_3hdda[p]  <=> R_3hdda[c] ,,,Transport Inner Membrane,1,-1000,1000,0
RHA121d6tex,R 3 Hydroxy acid transport diffusion C121d6 extracellular to periplasm ,R_3hdd6e[p]  <=> R_3hdd6e[e] ,,,Transport Outer Membrane,1,-1000,1000,0
RHA121d6tpp,R 3 Hydroxy acid transport diffusion C121d6 periplasm ,R_3hdd6e[p]  <=> R_3hdd6e[c] ,,,Transport Inner Membrane,1,-1000,1000,0
RHA121tex,R 3 Hydroxy acid transport diffusion C121 extracellularperiplasm ,R_3hdd5ea[p]  <=> R_3hdd5ea[e] ,,,Transport Outer Membrane,1,-1000,1000,0
RHA121tpp,R 3 Hydroxy acid transport diffusion C121 periplasm ,R_3hdd5ea[p]  <=> R_3hdd5ea[c] ,,,Transport Inner Membrane,1,-1000,1000,0
RHA140tex,R 3 Hydroxy acid transport diffusion C140 extracellularperiplasm ,R_3httdca[p]  <=> R_3httdca[e] ,,,Transport Outer Membrane,1,-1000,1000,0
RHA140tpp,R 3 Hydroxy acid transport diffusion C140 periplasm ,R_3httdca[p]  <=> R_3httdca[c] ,,,Transport Inner Membrane,1,-1000,1000,0
RHA141d5tex,R 3 Hydroxy acid transport diffusion C141d5 extracellularperiplasm ,R_3htd5e[p]  <=> R_3htd5e[e] ,,,Transport Outer Membrane,1,-1000,1000,0
RHA141d5tpp,R 3 Hydroxy acid transport diffusion C141 periplasm ,R_3htd5e[p]  <=> R_3htd5e[c] ,,,Transport Inner Membrane,1,-1000,1000,0
RHA141tex,R 3 Hydroxy acid transport diffusion C141 extracellularperiplasm ,R_3hcmrs7e[p]  <=> R_3hcmrs7e[e] ,,,Transport Outer Membrane,1,-1000,1000,0
RHA141tpp,R 3 Hydroxy acid transport diffusion C141 periplasm ,R_3hcmrs7e[p]  <=> R_3hcmrs7e[c] ,,,Transport Inner Membrane,1,-1000,1000,0
RHA142tex,R 3 Hydroxy acid transport diffusion C142 extracellularperiplasm ,R_3htd58e[p]  <=> R_3htd58e[e] ,,,Transport Outer Membrane,1,-1000,1000,0
RHA142tpp,R 3 Hydroxy acid transport diffusion C142 periplasm ,R_3htd58e[p]  <=> R_3htd58e[c] ,,,Transport Inner Membrane,1,-1000,1000,0
RHA160tex,R 3 Hydroxy acid transport diffusion C160 extracellularperiplasm ,R_3hhdca[p]  <=> R_3hhdca[e] ,,,Transport Outer Membrane,1,-1000,1000,0
RHA160tpp,R 3 Hydroxy acid transport diffusion C160 periplasm ,R_3hhdca[p]  <=> R_3hhdca[c] ,,,Transport Inner Membrane,1,-1000,1000,0
RHA40tex,R 3 Hydroxy acid transport diffusion C40 extracellular to periplasm ,bhb[p]  <=> bhb[e] ,,,Transport Outer Membrane,1,-1000,1000,0
RHA40tpp,R 3 Hydroxy acid transport diffusion C40 periplasm ,bhb[p]  <=> bhb[c] ,,,Transport Inner Membrane,1,-1000,1000,0
RHA50tex,R 3 Hydroxy acid transport diffusion C50 extracellular to periplasm ,R_3hpt[p]  <=> R_3hpt[e] ,,,Transport Outer Membrane,1,-1000,1000,0
RHA50tpp,R 3 Hydroxy acid transport diffusion C50 periplasm ,R_3hpt[p]  <=> R_3hpt[c] ,,,Transport Inner Membrane,1,-1000,1000,0
RHA60tex,R 3 Hydroxy acid transport diffusion C60 extracellular to periplasm ,R_3hhxa[p]  <=> R_3hhxa[e] ,,,Transport Outer Membrane,1,-1000,1000,0
RHA60tpp,R 3 Hydroxy acid transport diffusion C60 periplasm ,R_3hhxa[p]  <=> R_3hhxa[c] ,,,Transport Inner Membrane,1,-1000,1000,0
RHA70tex,R 3 Hydroxy acid transport diffusion C70 extracellular to periplasm ,R_3hhpa[p]  <=> R_3hhpa[e] ,,,Transport Outer Membrane,1,-1000,1000,0
RHA70tpp,R 3 Hydroxy acid transport diffusion C70 periplasm ,R_3hhpa[p]  <=> R_3hhpa[c] ,,,Transport Inner Membrane,1,-1000,1000,0
